,name,equation_type,sector,definition,description,standard_equation_eviews_equation,standard_equation_python_equation,standard_equation_rhs_eq_var,exogenous_projection,standard_equation_coeff_cf_name,standard_equation_coeff_cf_value,kfcalc,stochastic_type,standard_equation_coeff_t_stat,standard_equation_estimation_statistics_adjusted_r_squared,standard_equation_estimation_statistics_date,standard_equation_estimation_statistics_durbin_watson,standard_equation_estimation_statistics_method,standard_equation_estimation_statistics_r_squared,standard_equation_estimation_statistics_sample_end,standard_equation_estimation_statistics_sample_start,standard_equation_estimation_statistics_se_of_regression,standard_equation_estimation_statistics_F_statistic,standard_equation_estimation_statistics_prob_F_statistic,standard_equation_estimation_statistics_estimation_date,standard_equation_coeff_distributed_lag_group,standard_equation_estimation_statistics,mce_equation_mce_group,mce_equation_mce_description,mce_equation_eviews_equation,mce_equation_python_equation,mce_equation_coeff_cf_name,mce_equation_coeff_cf_value,mce_equation_rhs_eq_var
46,egsl,Behavioral,Government,"S&L government employee compensation, cw 2012$",,"d( log(egsl), 0, 1 )   - egsl_aerr =
           y_egsl(1)
          + y_egsl(2) * log(egsl(-1)/egslt(-1))
          + y_egsl(3) *  d( log(egsl(-1)), 0, 1 )
          + y_egsl(4) *  d( log(egsl(-2)), 0, 1 )
          + y_egsl(5) * d( log(egslt), 0, 1 )
          + y_egsl(6) *  xgap2
          + y_egsl(7) *  xgap2(-1)","( log(egsl) - ( log(egsl(-1))))   - egsl_aerr =
           y_egsl_1
          + y_egsl_2 * log(egsl(-1)/egslt(-1))
          + y_egsl_3 *  ( log(egsl(-1)) - ( log(egsl(-2))))
          + y_egsl_4 *  ( log(egsl(-2)) - ( log(egsl(-3))))
          + y_egsl_5 * ( log(egslt) - ( log(egslt(-1))))
          + y_egsl_6 *  xgap2
          + y_egsl_7 *  xgap2(-1)","['egsl', 'egslt', 'xgap2']",,"['y_egsl(1)', 'y_egsl(2)', 'y_egsl(3)', 'y_egsl(4)', 'y_egsl(5)', 'y_egsl(6)', 'y_egsl(7)']","['0.0003682770277494773', '-0.1114151303946257', '0.1562467669415557', '0.02155815410956755', '0.7449614274122569', '-0.001432565493088224', '0.001765173794440745']",1,GV,"['1.08194946630109', '-4.177603739023518', '2.36234805920394', '0.3233094126515908', '7.035416145308151', '-4.064970298959088', '5.015780127968173']",0.6622004179834101,08/30/18   Time: 10:01 ,2.017204232337447,Least Squares (Gauss-Newton / Marquardt steps),0.6718060933014174,2017Q4,1965Q1,0.002988434914740815,69.9384552423935,6.23722918965985e-47,,,,,,,,,,
47,egsln,Identity,Government,"S&L government employee compensation, current $",,egsln - egsln_aerr = .01 * pgsl * egsl ,egsln - egsln_aerr = .01 * pgsl * egsl ,"['egsl', 'pgsl']",,,,,,,,,,,,,,,,,,,,,,,,,,
48,egslt,Behavioral,Government,"S&L government employee compensation, cw 2012$, trend",,"d( log(egslt), 0, 1 ) - egslt_aerr
                    = y_egslt(1)
                    + y_egslt(2) * log(.01*pgsl(-1)*egslt(-1)/xgdptn(-1))
                    + y_egslt(3) * (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)) / 1600
","( log(egslt) - ( log(egslt(-1)))) - egslt_aerr
                    = y_egslt_1
                    + y_egslt_2 * log(.01*pgsl(-1)*egslt(-1)/xgdptn(-1))
                    + y_egslt_3 * (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)) / 1600
","['egslt', 'hggdpt', 'pgsl', 'xgdptn']",,"['y_egslt(1)', 'y_egslt(2)', 'y_egslt(3)']","['-.259779', '-.1', '1.0']",,,,,,,,,,,,,,,,,,,,,,,
49,eh,Behavioral,Household Expenditures,"Residential investment expenditures, cw 2012$","Household investment in residential structures is modeled using the
polynomial adjustment cost (PAC) framework, whose general structure is
shown below in the PAC Overview section.  To translate the general PAC
specification into the form in which it appears in the EH equation,
associate log(EH) with y, log(QEH) with y*, and ZEH with the expected
weighted sum of future &Delta;y*.  The order of adjustment costs (m)
is 3.

Besides the standard PAC terms, the equation also includes the
first lag of the change in the nominal mortgage rate.  This term is
included to capture (approximately) the temporary effects of
downpayment requirements and other borrowing constraints on housing
investment when nominal interest rates change.  A shift in the
coefficient on this term is allowed between 1982:Q4 and 1983:Q1,
because the final repeal of Reg. Q in the early 1980s changed the
sensitivity of residential construction to interest rates.

PAC Overview: Let y denote the decision variable and y* its desired
level in the absence of adjustment frictions.  The decision rule
derived from the PAC Euler equation has the following form.

(1) &Delta;y<sub>t</sub><sup>pac</sup> = a<sub>0</sub>(y*<sub>t-1</sub> -
      y<sub>t-1</sub>) + &sum;<sub>i=1,m-1</sub>
      a<sub>i</sub>&Delta;y<sub>t-i</sub> +
      E<sub>t-1</sub>&sum;<sub>i=0,&infin;</sub>d<sub>i</sub>&Delta;y*<sub>t+i</sub>

The order of adjustment costs is given by parameter m.  The
forward weights, d<sub>i</sub> {i=0,&infin;}, are functions of the
estimated values of a<sub>i</sub> {i=0,m-1} and a fixed discount
factor (0.98).  Estimation imposes the growth neutrality restriction
&sum;<sub>i=1,m-1</sub>a<sub>i</sub> +
&sum;<sub>i=0,&infin;</sub>d<sub>i</sub> = 1.  For more information,
see <a href=""pac_basics.pdf"">Pac Basics</a>.

","dlog(eh)  - eh_aerr =
           y_eh(1) * log(qeh(-1)/eh(-1))
          + y_eh(2) * dlog(eh(-1))
          + y_eh(3) * dlog(eh(-2))
          + y_eh(4) * zeh
          + y_eh(5) * d(rme(-1))
          + y_eh(6) * d83 * d(rme(-1))","(log(eh) - log(eh(-1)))  - eh_aerr =
           y_eh_1 * log(qeh(-1)/eh(-1))
          + y_eh_2 * (log(eh(-1)) - log(eh(-2)))
          + y_eh_3 * (log(eh(-2)) - log(eh(-3)))
          + y_eh_4 * zeh
          + y_eh_5 * (rme(-1) - (rme(-2)))
          + y_eh_6 * d83 * (rme(-1) - (rme(-2)))","['d83', 'eh', 'qeh', 'rme', 'zeh']",,"['y_eh(1)', 'y_eh(2)', 'y_eh(3)', 'y_eh(4)', 'y_eh(5)', 'y_eh(6)']","['0.01309931436163227', '0.370727139760127', '0.206060944066708', '1', '-0.05620618046332654', '0.02793327971442171']",1,IS,"['1.021925590223822', '5.613456654699126', '3.188713674802293', '-6.560182290174185', '2.64825780259417']",0.4860523343086243,08/30/18   Time: 10:03 ,2.134915590286255,Least Squares,0.4968722760677338,2017Q4,1970Q2,0.03285151347517968,,,,,,,,,,,,
50,ehn,Identity,Household Expenditures,Residential investment expenditures,,ehn - ehn_aerr = .01 * phr * pxp * eh ,ehn - ehn_aerr = .01 * phr * pxp * eh ,"['eh', 'phr', 'pxp']",,,,,,,,,,,,,,,,,,,,,,,,,,
51,ei,Identity,Business Expenditures,"Change in private inventories, cw 2012$",,"ei - ei_aerr = 4*d( ki, 0, 1 ) ",ei - ei_aerr = 4*( ki - ( ki(-1))) ,ki,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ein,Behavioral,Business Expenditures,"Change in business inventories, current $",,ein - ein_aerr = .01*pxp*pkir*ei ,ein - ein_aerr = .01*pxp*pkir*ei ,"['ei', 'pkir', 'pxp']",,,,,,,,,,,,,,,,,,,,,,,,,,
53,em,Identity,Foreign Trade,"Imports of goods and services, cw 2012$"," The volume of total imports is approximated by the Divisia aggregate of
oil and non-oil imports.

","log(em) - em_aerr = log(em(-1))
                  + .5 * (emon/emn + emon(-1)/emn(-1)) * d(log(emo), 0, 1)
                  + .5 * (empn/emn + empn(-1)/emn(-1)) * d(log(emp), 0, 1)
","log(em) - em_aerr = log(em(-1))
                  + .5 * (emon/emn + emon(-1)/emn(-1)) * (log(emo) - (log(emo(-1))))
                  + .5 * (empn/emn + empn(-1)/emn(-1)) * (log(emp) - (log(emp(-1))))
","['em', 'emn', 'emo', 'emon', 'emp', 'empn']",,,,,,,,,,,,,,,,,,,,,,,,,,
54,emn,Identity,Foreign Trade,"Imports of goods and services, current $",,emn - emn_aerr = emon + empn ,emn - emn_aerr = emon + empn ,"['emon', 'empn']",,,,,,,,,,,,,,,,,,,,,,,,,,
55,emo,Behavioral,Foreign Trade,"Imports of goods and services ex. petroleum, cw 2012$","The equation for non-petroleum imports has an error-correction
format.  In the long run, the volume of imports depends on the level
of real domestic absorption with an elasticity of one, the relative
price of non-oil imports with an elasticity of minus one, and an
exogenous trend.  Historical values of the trend (UEMOT) are measured
by applying the HP filter to the ratio of nominal imports to nominal
absorption.  In the short-run, imports respond strongly to the first
difference of the output gap.  The effect of large dock strikes in the
1960s and 1970s is removed by including a dummy constructed by Peter
Isard (IFDP No. 60, 1975).
","dlog(emo)  - emo_aerr =
           y_emo(1)
          + y_emo(2) * log(emo(-1)*(pmo(-1)/100)/(uemot(-1)*xgdpn(-1)))
          + y_emo(3) * (xgap2-xgap2(-1))/100
          + y_emo(4) * (xgap2(-1)-xgap2(-2))/100
          + y_emo(5)* log(ddockm)
          + y_emo(6) * dlog(ddockm)","(log(emo) - log(emo(-1)))  - emo_aerr =
           y_emo_1
          + y_emo_2 * log(emo(-1)*(pmo(-1)/100)/(uemot(-1)*xgdpn(-1)))
          + y_emo_3 * (xgap2-xgap2(-1))/100
          + y_emo_4 * (xgap2(-1)-xgap2(-2))/100
          + y_emo_5* log(ddockm)
          + y_emo_6 * (log(ddockm) - log(ddockm(-1)))","['ddockm', 'emo', 'pmo', 'uemot', 'xgap2', 'xgdpn']",,"['y_emo(1)', 'y_emo(2)', 'y_emo(3)', 'y_emo(4)', 'y_emo(5)', 'y_emo(6)']","['0.01620546980581163', '-0.1807104996815989', '1.358186927724613', '1.637077186962015', '0.3188307105827468', '0.4046942138546456']",1,IS,"['12.00577790916384', '-6.263913586210242', '5.04013727029909', '6.297372607318618', '2.587561167107604', '5.221652020980673']",0.6706221387921456,08/30/18   Time: 10:00 ,1.758803164770481,Least Squares (Gauss-Newton / Marquardt steps),0.6784273013800095,2017Q4,1965Q1,0.01950879624852766,86.92032917224401,8.006632123968194e-49,,,,,,,,,,
56,emon,Identity,Foreign Trade,Imports of goods and services ex. petroleum,,emon - emon_aerr = .01 * pmo * emo ,emon - emon_aerr = .01 * pmo * emo ,"['emo', 'pmo']",,,,,,,,,,,,,,,,,,,,,,,,,,
57,emp,Behavioral,Foreign Trade,"Petroleum imports, cw 2012$","The deviation of the ratio of EMP to GDP from a long-run component
(EMPTRT) is a linear function of its price relative to the business output deflator and
real activity (as captured by XGAP2).
    ","log(emp/xgdp) - emp_aerr = log(emptrt)
                           + y_emp(1)*d(log(pmp/pxb))
                           + y_emp(2)*xgap2(-1)
","log(emp/xgdp) - emp_aerr = log(emptrt)
                           + y_emp_1*(log(pmp/pxb) - (log(pmp(-1)/pxb(-1))))
                           + y_emp_2*xgap2(-1)
","['emptrt', 'pmp', 'pxb', 'xgap2']",,"['y_emp(1)', 'y_emp(2)']","['0.048026', '0.022115']",,OT,"['0.670182', '6.392530']",,,,,,,,,,,,,,,,,,,,
58,empn,Identity,Foreign Trade,"Petroleum imports, current $",,empn - empn_aerr = .01*pmp*emp ,empn - empn_aerr = .01*pmp*emp ,"['emp', 'pmp']",,,,,,,,,,,,,,,,,,,,,,,,,,
59,emptrt,Exogenous,,Oil imports to GDP ratio (Trend),This variable is assumed to be exogenous.,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
60,ex,Behavioral,Foreign Trade,"Exports of goods and services, cw 2012$","Exports is modeled in an error-correction format.  In the long run,
the volume of exports depends on foreign real GDP (FGDP) with an
elasticity of one and the price of exports relative to foreign prices
(PXR*PXP*FPX/FPC) with an elasticity of minus one.  A high short-run
income elasticity is captured by the positive estimated coefficients
on the first difference of the foreign output gap (FXGAP).  The effect
of large dock strikes in the 1960s and 1970s is removed by dummying
out affected quarters.
","dlog(ex)  - ex_aerr =
           y_ex(1)
          + y_ex(2) * log(ex(-1)*(pxr(-1)*pxp(-1)*fpx(-1))/(fgdp(-1)*fpc(-1)))
          + y_ex(3) * (fxgap - fxgap(-1))/100
          + y_ex(4) * (fxgap(-1) - fxgap(-2))/100
          + y_ex(5) * ddockx","(log(ex) - log(ex(-1)))  - ex_aerr =
           y_ex_1
          + y_ex_2 * log(ex(-1)*(pxr(-1)*pxp(-1)*fpx(-1))/(fgdp(-1)*fpc(-1)))
          + y_ex_3 * (fxgap - fxgap(-1))/100
          + y_ex_4 * (fxgap(-1) - fxgap(-2))/100
          + y_ex_5 * ddockx","['ddockx', 'ex', 'fgdp', 'fpc', 'fpx', 'fxgap', 'pxp', 'pxr']",,"['y_ex(1)', 'y_ex(2)', 'y_ex(3)', 'y_ex(4)', 'y_ex(5)']","['0.8398526775741691', '-0.1077278728634364', '1.481642245331822', '1.027448537481708', '1.015857050459678']",1,IS,"['5.756781111929966', '-5.667761332461509', '5.45635384730917', '3.879387000765371', '5.391491115569122']",0.5128952592039486,08/30/18   Time: 10:00 ,2.170896629285285,Least Squares (Gauss-Newton / Marquardt steps),0.5237802813446426,2017Q4,1973Q1,0.01646626290013223,48.11935837837932,3.010763042352271e-27,,,,,,,,,,
61,exn,Identity,Foreign Trade,"Exports of goods and services, current $",,exn - exn_aerr = .01*pxp*pxr*ex ,exn - exn_aerr = .01*pxp*pxr*ex ,"['ex', 'pxp', 'pxr']",,,,,,,,,,,,,,,,,,,,,,,,,,
62,fcbn,Identity,Foreign Trade,"US current account balance, current $","The current account balance is equal to net exports (EXN - EMN) plus
net foreign investment income (FYNIN) and a discrepancy term (FCBRN).

",fcbn - fcbn_aerr = exn - emn + fynin + fcbrn ,fcbn - fcbn_aerr = exn - emn + fynin + fcbrn ,"['emn', 'exn', 'fcbrn', 'fynin']",,,,,,,,,,,,,,,,,,,,,,,,,,
63,fcbrn,Identity,Foreign Trade,"US current account balance residual, current $","The discrepancy in the current account balance is assumed to
be proportional to nominal potential output.

",fcbrn - fcbrn_aerr = ufcbr*pxb*xbt/100 ,fcbrn - fcbrn_aerr = ufcbr*pxb*xbt/100 ,"['pxb', 'ufcbr', 'xbt']",,,,,,,,,,,,,,,,,,,,,,,,,,
64,fgdp,Identity,Foreign Activity,"Foreign aggregate GDP (world, bilateral export weights)","The level of foreign GDP is determined via the identity that
links it to the level of potential foreign output (FGDPT) and
the foreign output gap (FXGAP).
",fgdp - fgdp_aerr = fgdpt*exp(fxgap/100) ,fgdp - fgdp_aerr = fgdpt*exp(fxgap/100) ,"['fgdpt', 'fxgap']",,,,,,,,,,,,,,,,,,,,,,,,,,
65,fgdpt,Behavioral,Foreign Activity,"Foreign aggregate GDP (world, bilateral export weights), trend","In simulations, the level of trend foreign GDP moves in proportion with
level of U.S potential GDP in the long run.  In the short run, the
rate of growth of the foreign trend varies one-for-one with the rate of growth
of U.S. potential output.
","d( log(fgdpt), 0, 1 ) - fgdpt_aerr
                    = y_fgdpt(1)
                    + y_fgdpt(2) * log(fgdpt(-1)/xgdpt(-1))
                    + y_fgdpt(3) * (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)) / 1600
","( log(fgdpt) - ( log(fgdpt(-1)))) - fgdpt_aerr
                    = y_fgdpt_1
                    + y_fgdpt_2 * log(fgdpt(-1)/xgdpt(-1))
                    + y_fgdpt_3 * (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)) / 1600
","['fgdpt', 'hggdpt', 'xgdpt']",,"['y_fgdpt(1)', 'y_fgdpt(2)', 'y_fgdpt(3)']","['-.458264', '-.1', '1.0']",,,,,,,,,,,,,,,,,,,,,,,
66,fnicn,Identity,Foreign Trade,"Gross stock of claims of US residents on the rest of the world, current $",,"d(fnicn, 0, 1)/xgdptn - fnicn_aerr = .54 * d( log(fpc), 0, 1)*fnicn(-1)/xgdptn
                                 - .67 * d( log(fpx), 0, 1)*fnicn(-1)/xgdptn
                                 + rfnict
","(fnicn - (fnicn(-1)))/xgdptn - fnicn_aerr = .54 * ( log(fpc) - ( log(fpc(-1))))*fnicn(-1)/xgdptn
                                 - .67 * ( log(fpx) - ( log(fpx(-1))))*fnicn(-1)/xgdptn
                                 + rfnict
","['fnicn', 'fpc', 'fpx', 'rfnict', 'xgdptn']",,,,,,,,,,,,,,,,,,,,,,,,,,
67,fniln,Identity,Foreign Trade,"Gross stock of liabilities of US residents to the rest of the world, current $",,fniln - fniln_aerr = fnicn - fnin ,fniln - fniln_aerr = fnicn - fnin ,"['fnicn', 'fnin']",,,,,,,,,,,,,,,,,,,,,,,,,,
68,fnin,Identity,Foreign Trade,"Net stock of claims of US residents on the rest of the world, current $","The change in the net foreign investment position is equal to the
the sum of the current account balance expressed at a quarterly rate,
estimates of capital gains and losses on the gross investment
positions due to price and exchange rate changes, and a residual term.
","d( fnin, 0, 1 ) - fnin_aerr = .25*fcbn
                         + .54 * (d( log(fpc), 0, 1) * fnicn(-1))
                         - .32 * (d( log(pgdp), 0, 1) * fniln(-1))
                         - .67 * (d( log(fpx), 0, 1) * fnicn(-1))
                         + .06 * (d( log(fpx), 0, 1) * fniln(-1))
                         + fnirn
","( fnin - ( fnin(-1))) - fnin_aerr = .25*fcbn
                         + .54 * (( log(fpc) - ( log(fpc(-1)))) * fnicn(-1))
                         - .32 * (( log(pgdp) - ( log(pgdp(-1)))) * fniln(-1))
                         - .67 * (( log(fpx) - ( log(fpx(-1)))) * fnicn(-1))
                         + .06 * (( log(fpx) - ( log(fpx(-1)))) * fniln(-1))
                         + fnirn
","['fcbn', 'fnicn', 'fniln', 'fnirn', 'fpc', 'fpx', 'pgdp']",,,,,,,,,,,,,,,,,,,,,,,,,,
69,fnirn,Identity,Foreign Trade,"Net stock of claims of US residents on the rest of the world, residual",,fnirn - fnirn_aerr = ufnir * xgdpn ,fnirn - fnirn_aerr = ufnir * xgdpn ,"['ufnir', 'xgdpn']",,,,,,,,,,,,,,,,,,,,,,,,,,
70,fpc,Identity,Foreign Activity,"Foreign aggregate consumer price (G39, import/export trade weights)",,fpc - fpc_aerr = fpc(-1)*exp(fpic/400) ,fpc - fpc_aerr = fpc(-1)*exp(fpic/400) ,"['fpc', 'fpic']",,,,,,,,,,,,,,,,,,,,,,,,,,
71,fpi10,Behavioral,Foreign Activity,Foreign consumer price inflation (G10)," Foreign CPI inflation is a function of a weighted average of past
and trend foreign inflation, the foreign output gap, and current and
lagged changes in the relative price of oil.  Historical values of
trend inflation (FPITRG) are measured as a step function whose value
since 1991 is 2.1 percent.
","fpi10  - fpi10_aerr =
           y_fpi10(1) * ( ( fpi10(-1) +  fpi10(-2) +  fpi10(-3) +  fpi10(-4))  / 4 )
          + y_fpi10(2) * fpitrg
          + y_fpi10(3) * fxgap(-1)","fpi10  - fpi10_aerr =
           y_fpi10_1 * ( ( fpi10(-1) +  fpi10(-2) +  fpi10(-3) +  fpi10(-4))  / 4 )
          + y_fpi10_2 * fpitrg
          + y_fpi10_3 * fxgap(-1)","['fpi10', 'fpitrg', 'fxgap']",,"['y_fpi10(1)', 'y_fpi10(2)', 'y_fpi10(3)']","['0.6279749057317539', '0.3720250942682461', '0.3221458278398038']",,,"['10.47566394155453', '4.279968134267354']",0.8488272427000629,08/30/18   Time: 10:01 ,1.236559159898099,Least Squares (Gauss-Newton / Marquardt steps),0.8495719360857768,2017Q4,1967Q1,1.30442200872555,,,,,,,,,,,,
72,fpi10t,Behavioral,Foreign Activity,"Foreign consumer price inflation, trend (G10)","The trend component of foreign inflation adjusts at 5 percent
per quarter to movements in actual foreign inflation.
","fpi10t-fpi10t_aerr = y_fpi10t(1) * fpi10t(-1)
                   + y_fpi10t(2) * fpi10
","fpi10t-fpi10t_aerr = y_fpi10t_1 * fpi10t(-1)
                   + y_fpi10t_2 * fpi10
","['fpi10', 'fpi10t']",,"['y_fpi10t(1)', 'y_fpi10t(2)']","['9.500000000000000000e-01', '5.000000000000000000e-02']",,,,,,,,,,,,,,,,,,,,,,,
73,fpic,Behavioral,Foreign Activity,"Foreign consumer price inflation (G39, bilateral export trade weights)","In the long run, foreign consumer price inflation as measured
on a G39 basis moves one for one with foreign inflation as
measured on a G10 basis.
","fpic  - fpic_aerr =
           y_fpic(1)
          + y_fpic(2) * fpi10
          + y_fpic(3) * fpic(-1)","fpic  - fpic_aerr =
           y_fpic_1
          + y_fpic_2 * fpi10
          + y_fpic_3 * fpic(-1)","['fpi10', 'fpic']",,"['y_fpic(1)', 'y_fpic(2)', 'y_fpic(3)']","['2.027196898567632', '0.6788298801616212', '0.3211701198383788']",,,"['5.889710300303862', '10.63176207479252']",0.4458901033740165,08/30/18   Time: 10:01 ,2.125180754345748,Least Squares (Gauss-Newton / Marquardt steps),0.4485162166281681,2017Q4,1965Q1,4.173824408173405,170.7908887475116,5.927601166027004e-29,,,,,,,,,,
74,fpitrg,Exogenous,,Foreign target consumer price inflation (G10),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
75,fpx,Identity,Foreign Activity,"Nominal exchange rate (G39, import/export trade weights)",,fpx - fpx_aerr = fpxr*fpc/pcpi ,fpx - fpx_aerr = fpxr*fpc/pcpi ,"['fpc', 'fpxr', 'pcpi']",,,,,,,,,,,,,,,,,,,,,,,,,,
76,fpxr,Behavioral,Foreign Activity,"Real exchange rate (G39, import/export trade weights)","The real exchange rate is determined via an open interest parity
condition based on real bond rates, augmented with a term in the ratio
of the net stock of U.S. claims on the rest of the world to U.S. GDP
that captures country risk.  The equation is written as an identity
through the inclusion of a multiplicative residual, FPXRR.
","log(fpxr) - fpxr_aerr - log(fpxrr) =
                         y_fpxr(1)*(rg10-zpi10f-frl10+fpi10t)
                       + y_fpxr(2)*(fnin/xgdpn)
","log(fpxr) - fpxr_aerr - log(fpxrr) =
                         y_fpxr_1*(rg10-zpi10f-frl10+fpi10t)
                       + y_fpxr_2*(fnin/xgdpn)
","['fnin', 'fpi10t', 'frl10', 'rg10', 'xgdpn', 'zpi10f']",,"['y_fpxr(1)', 'y_fpxr(2)']","['0.048', '0.5']",,,,,,,,,,,,,,,,,,,,,,,
77,fpxrr,Behavioral,Foreign Activity,Real exchange rate residual,"The unexplained component of the exchange rate error-corrects
to its long-run exogenous trend (FPXRRT).
","d( log(fpxrr), 0, 1 )   - fpxrr_aerr =
           y_fpxrr(1) * log(fpxrrt(-1)/fpxrr(-1))
          + y_fpxrr(2) * d( log(fpxrr(-1)), 0, 1 ) + (1
          -y_fpxrr(2)) * d( log(fpxrrt), 0, 1 )","( log(fpxrr) - ( log(fpxrr(-1))))   - fpxrr_aerr =
           y_fpxrr_1 * log(fpxrrt(-1)/fpxrr(-1))
          + y_fpxrr_2 * ( log(fpxrr(-1)) - ( log(fpxrr(-2)))) + (1
          -y_fpxrr_2) * ( log(fpxrrt) - ( log(fpxrrt(-1))))","['fpxrr', 'fpxrrt']",,"['y_fpxrr(1)', 'y_fpxrr(2)']","['0.02744058231523356', '0.2110896761767876']",1,RW,"['2.115111736109819', '3.14854653066831']",0.05575684888656729,08/30/18   Time: 10:01 ,1.996306086764864,Least Squares (Gauss-Newton / Marquardt steps),0.06023193491080159,2017Q4,1965Q1,0.02843071520746695,,,,,,,,,,,,
78,fpxrrt,Exogenous,,"Real exchange rate residual, trend",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
79,frl10,Behavioral,Foreign Activity,Foreign long-term interest rate (G10)," The foreign long-term interest rate (FRL10) is modeled using
a reduced-form error-correction specification in which the long rate
converges to the foreign short-term interest rate plus a constant
premium.
","frl10 - frl10(-1)  - frl10_aerr =
           y_frl10(1)
          + y_frl10(2) * (frl10(-1) - frs10(-1))
          + y_frl10(3) * (frl10(-1) - frl10(-2))
          + y_frl10(4) * (frs10 - frs10(-1))
          + y_frl10(5) * (fxgap - fxgap(-1))","frl10 - frl10(-1)  - frl10_aerr =
           y_frl10_1
          + y_frl10_2 * (frl10(-1) - frs10(-1))
          + y_frl10_3 * (frl10(-1) - frl10(-2))
          + y_frl10_4 * (frs10 - frs10(-1))
          + y_frl10_5 * (fxgap - fxgap(-1))","['frl10', 'frs10', 'fxgap']",,"['y_frl10(1)', 'y_frl10(2)', 'y_frl10(3)', 'y_frl10(4)', 'y_frl10(5)']","['0.03753227212139513', '-0.07704648128878299', '0.06550476702266198', '0.369056454239088', '0.1245511812496244']",,,"['1.198193651482558', '-3.317417577767598', '0.9542000140233379', '7.04367628207961', '2.260499826314461']",0.3693522446467081,08/30/18   Time: 10:01 ,1.725859508488353,Least Squares (Gauss-Newton / Marquardt steps),0.3860581454507688,2017Q4,1980Q1,0.2955556050574863,23.10908881710404,7.858401075972499e-15,,,,,,,,,,
